,LotFrontage,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,log_SalePrice
923,50.0,6,1993,1994,1604,1617,1617,2,5,1,1993.0,2,533,12.170445467887022
924,79.0,6,1980,1980,1686,1686,1686,2,7,1,1980.0,2,612,12.24288661865289
925,69.0,5,1977,1977,1126,1126,1126,2,6,0,1977.0,2,540,12.072541252905651
926,93.0,8,2003,2004,1181,1234,2374,2,10,1,2003.0,3,656,12.560244459250788
927,69.0,7,1968,1968,832,1098,1978,2,9,1,1968.0,2,486,12.078239274020289
928,69.0,8,2001,2001,1753,1788,1788,2,7,1,2001.0,2,522,12.373703486914124
929,69.0,7,1997,1997,964,993,2236,2,8,1,1997.0,2,642,12.310432660854417
930,73.0,8,2007,2007,1466,1466,1466,2,7,0,2007.0,3,610,12.211060187041213
931,70.0,5,1965,1965,925,925,925,1,5,0,1965.0,1,429,11.67419361256635
932,84.0,9,2006,2006,1905,1905,1905,2,8,1,2006.0,3,788,12.676076274775909
933,63.0,7,2004,2004,1500,1500,1500,2,6,0,2004.0,2,570,12.154779351142624
934,313.0,7,1960,2007,585,2069,2069,2,9,1,1960.0,2,505,12.396693005138824
935,52.0,4,1926,1953,600,747,747,1,5,0,1953.0,2,528,11.288531131754366
936,67.0,7,2003,2003,1176,1200,1200,2,5,0,2003.0,2,555,12.127570417375216
937,75.0,7,2005,2005,1113,1113,1971,2,8,1,2005.0,2,689,12.441144767709657
938,73.0,7,2006,2006,1391,1391,1962,2,7,0,2006.0,3,868,12.38755635142507
939,69.0,7,1940,1950,1032,1207,2403,2,10,2,1940.0,1,349,12.406561506279576
940,55.0,6,1976,1976,1728,1728,1728,2,8,0,1976.0,2,574,11.924372644755941
941,69.0,7,1999,1999,992,1022,2060,2,8,1,1999.0,2,390,12.273731294003989
942,42.0,4,1977,1977,1440,1440,1440,2,8,0,1980.0,0,0,11.918390573078392
943,100.0,5,1967,1967,1632,1632,1632,2,8,0,1967.0,2,576,11.870599909242044
944,69.0,6,1958,1958,819,1344,1344,1,7,1,1958.0,2,525,11.831379196088763
945,98.0,5,1890,1996,1088,1188,1869,1,7,0,1963.0,2,456,11.73526869611367
946,70.0,5,1959,1959,1144,1144,1144,1,6,1,1959.0,1,796,11.870599909242044
947,85.0,8,2002,2003,1616,1629,1629,2,9,1,2002.0,3,808,12.506177237980511
948,65.0,7,2002,2002,936,936,1776,2,7,1,2002.0,2,474,12.167851432709975
949,78.0,6,1972,2006,1161,1381,1381,1,5,1,1972.0,2,676,12.193493863323313
950,60.0,5,1950,2002,864,864,864,1,5,0,1980.0,2,720,11.76756768334381
951,60.0,5,1965,1965,828,965,965,1,6,0,1979.0,1,300,11.694413341015606
952,60.0,5,1972,2003,768,768,768,1,5,0,1974.0,1,396,11.804848531679264
953,69.0,5,1969,1969,784,1168,1968,2,7,1,1969.0,2,530,12.05524975579559
954,35.0,6,1975,1975,945,980,980,2,4,0,1980.0,0,0,11.755871643580617
955,82.0,6,1946,1950,979,979,1958,2,8,0,1946.0,2,492,11.884489021402711
956,24.0,6,1980,1980,561,561,1229,1,5,1,1980.0,2,462,11.728036844587175
957,70.0,5,1962,1962,1057,1057,1057,1,6,0,1977.0,2,576,11.790557201568507
958,65.0,7,2003,2003,1337,1337,1337,2,6,0,2003.0,2,531,12.128111104060462
959,24.0,7,1999,1999,696,696,1416,2,6,0,1999.0,2,484,11.951180395901384
960,50.0,5,1958,2008,858,858,858,1,4,0,1980.0,0,0,11.665646551987892
961,69.0,6,1977,1995,1330,1542,2872,2,11,1,1977.0,2,619,12.513557345278134
962,24.0,6,1976,1976,804,804,1548,2,7,1,1976.0,2,440,11.951180395901384
963,122.0,9,2007,2007,1800,1800,1800,2,7,0,2007.0,2,702,12.384218830913648
964,80.0,7,2002,2003,817,824,1894,2,8,1,2002.0,2,510,12.277928082630602
965,65.0,6,2005,2007,783,783,1484,2,8,1,2005.0,2,393,12.09458226949681
966,130.0,5,1940,1950,728,976,1308,1,7,2,1940.0,1,256,11.982929094215963
967,69.0,5,1955,1955,1098,1098,1098,1,6,0,1955.0,1,260,11.813030057420567
968,50.0,3,1910,1950,600,600,968,1,6,0,1980.0,0,0,10.542706391070517
969,75.0,6,1958,1958,588,1095,1095,1,6,0,1958.0,1,264,11.84939770159144
970,60.0,4,1949,1950,720,720,1192,1,6,0,1980.0,0,0,11.813030057420567
971,36.0,7,2003,2004,764,764,1626,2,6,0,2003.0,2,474,12.061046873479915
972,55.0,6,1979,1979,918,918,918,2,5,1,1979.0,1,264,11.507912923146684
973,95.0,7,2007,2008,1428,1428,1428,2,6,0,2007.0,2,480,12.111761966058932
974,60.0,7,1910,1993,728,1136,2019,1,8,0,1997.0,2,532,12.028738630247258
975,69.0,7,2000,2000,673,673,1382,2,6,0,2000.0,2,490,12.013700752882718
976,51.0,4,1923,1958,440,869,869,1,4,0,1980.0,0,0,11.356271654924852
977,35.0,7,2006,2007,1241,1241,1241,1,4,0,2007.0,2,569,12.205572520488492
978,68.0,4,1954,1954,894,894,894,1,5,0,1999.0,2,400,11.608235644774552
979,80.0,5,1963,1963,1121,1121,1121,1,5,0,1963.0,2,480,11.842229212112828
980,69.0,7,1961,2007,944,999,999,1,6,0,1961.0,2,588,12.091783499128047
981,98.0,8,1998,1999,1225,1276,2612,2,8,1,1998.0,3,676,12.724866438945341
982,43.0,7,2007,2007,1266,1266,1266,2,6,1,2007.0,2,388,11.982272628789678
983,69.0,8,2002,2002,1128,1149,2290,2,9,1,2002.0,2,779,12.45254202214788
984,75.0,5,1977,1977,0,1302,1734,2,8,0,1977.0,2,539,11.744037185933616
985,68.0,5,1950,1950,1164,1164,1164,1,5,0,1950.0,1,240,11.736069016284437
986,59.0,6,1910,2003,485,1001,1635,1,5,0,1950.0,1,255,11.669929213779893
987,83.0,9,2009,2010,1930,1940,1940,2,8,1,2010.0,3,606,12.88712700173598
988,69.0,6,1976,1976,848,1118,2030,2,8,1,1976.0,2,551,12.180754837545884
989,65.0,7,2006,2006,770,778,1576,2,6,0,2006.0,2,614,12.190959007720126
990,82.0,8,1997,1998,1396,1407,2392,2,7,1,1997.0,3,870,12.759957758756611
991,121.0,8,1882,1986,916,916,1742,1,8,1,1925.0,2,424,12.031719258385396
992,80.0,6,1964,1993,822,1020,1851,2,7,1,1964.0,2,440,12.138863895836725
993,68.0,6,2005,2006,750,750,1500,2,6,0,2005.0,2,564,12.066235700342375
994,96.0,10,2006,2007,1700,1718,1718,2,7,1,2008.0,3,786,12.729320789294722
995,51.0,4,1946,1950,747,774,1230,1,5,0,1946.0,1,305,11.708492248514204
996,69.0,5,1961,1961,1050,1050,1050,1,6,0,1961.0,1,368,11.824079893607152
997,69.0,6,1970,1970,1442,1442,1442,2,6,1,1970.0,2,615,12.128111104060462
998,60.0,3,1922,1950,1007,1077,1077,1,6,1,1922.0,1,210,11.418614785498987
999,64.0,7,2006,2006,1187,1208,1208,2,6,0,2006.0,2,632,12.235631447771718
1000,74.0,3,1952,1952,0,944,944,1,4,0,1956.0,2,528,11.314474526246391
1001,60.0,5,1920,1950,691,691,691,1,4,0,1920.0,1,216,11.362102575235644
1002,75.0,8,2006,2006,1574,1574,1574,2,7,1,2006.0,3,824,12.354492650648448
1003,69.0,5,1976,1976,1680,1680,1680,2,8,0,1976.0,2,528,11.827042533619087
1004,43.0,7,2005,2006,1346,1504,1504,2,7,1,2005.0,2,457,12.106252310247962
1005,65.0,5,1977,1977,985,985,985,2,6,0,1977.0,1,328,11.917723684090689
1006,69.0,6,1970,1970,1657,1657,1657,2,7,1,1970.0,2,484,12.004568269319446
1007,21.0,4,1970,1970,546,546,1092,1,6,0,1970.0,1,286,11.385092093460344
1008,43.0,7,2004,2005,1710,1710,1710,2,7,1,2004.0,2,550,12.388394202324129
1009,60.0,5,1926,1950,1008,1008,1522,2,7,0,1980.0,0,0,11.532728092266408
1010,115.0,5,1948,1950,720,720,1271,2,7,1,1948.0,1,312,11.813030057420567
1011,75.0,5,1965,1965,0,1664,1664,2,8,0,1980.0,0,0,11.512925464970229
1012,55.0,6,1923,1996,602,900,1502,1,7,2,1923.0,1,180,12.013700752882718
1013,60.0,5,1910,2006,1022,1022,1022,1,4,0,1956.0,1,280,11.350406535472453
1014,60.0,6,1948,1950,1082,1082,1082,1,5,1,1948.0,1,240,11.688558033613386
1015,70.0,8,2001,2001,810,810,1665,2,6,0,2001.0,2,528,12.332705296463539
1016,73.0,7,1996,1996,1504,1504,1504,2,6,1,1996.0,2,478,12.220961258023925
1017,69.0,8,1984,1984,1220,1360,1360,1,4,1,1984.0,2,565,12.141534124392603
1018,69.0,7,1991,1992,384,802,1472,2,7,1,1991.0,2,402,11.982929094215963
1019,43.0,7,2005,2005,1362,1506,1506,2,6,1,2005.0,2,440,12.27134527214637
1020,60.0,4,2005,2005,1132,1132,1132,1,5,0,2005.0,2,451,12.078239274020289
1021,64.0,7,2006,2006,1199,1220,1220,2,6,0,2006.0,2,632,12.175613438045465
1022,52.0,5,1930,1950,912,912,1248,1,6,0,1957.0,1,160,11.37366339763672
1023,43.0,7,2005,2006,1346,1504,1504,2,7,1,2005.0,2,437,12.160028707028767
1024,69.0,8,1976,1976,1565,2898,2898,2,10,1,1976.0,2,665,12.567237494741757
1025,70.0,5,1972,1972,882,882,882,1,5,0,1980.0,2,461,11.630708500626612
1026,73.0,5,1960,1960,1268,1264,1264,1,6,2,1960.0,2,461,12.028738630247258
1027,71.0,8,2007,2008,1638,1646,1646,2,7,1,2008.0,3,800,12.588190652108505
1028,79.0,5,1941,1950,768,968,1376,1,6,1,1941.0,1,240,11.56171562913966
1029,21.0,6,1972,1972,672,672,1218,1,7,0,1972.0,1,264,11.678439903447801
1030,69.0,5,1916,1995,686,948,1928,2,10,0,1980.0,0,0,11.982929094215963
1031,102.0,7,1920,1970,824,1687,3082,2,12,2,1970.0,2,672,12.190959007720126
1032,69.0,8,1993,1993,1338,1352,2520,2,10,1,1993.0,3,796,12.644327576461329
1033,69.0,7,2002,2002,1654,1654,1654,2,6,0,2002.0,3,900,12.345834587905333
1034,50.0,5,1938,1950,920,954,954,1,5,1,1938.0,1,240,11.693161515273161
1035,69.0,4,1957,1957,0,845,845,1,5,0,1957.0,1,290,11.33857207782545
1036,89.0,9,2007,2008,1620,1620,1620,2,6,1,2008.0,3,912,12.661913960963405
1037,69.0,8,2001,2002,1055,1055,2263,2,7,1,2001.0,2,905,12.567237494741757
1038,21.0,4,1970,2008,546,798,1344,1,6,1,1980.0,0,0,11.48246625748552
1039,21.0,4,1970,1970,630,630,630,1,3,0,1970.0,1,286,11.289781913656018
1040,88.0,5,1957,2000,1134,1803,1803,2,8,1,1957.0,2,484,11.951180395901384
1041,69.0,6,1966,2000,800,800,1632,1,7,0,1966.0,2,484,12.061046873479915
1042,34.0,6,2005,2005,1306,1306,1306,2,5,1,2005.0,2,624,12.185869938212655
1043,86.0,7,1990,1990,1475,1532,2329,2,10,1,1990.0,2,514,12.477167914377556
1044,80.0,8,1981,1981,2524,2524,2524,2,9,1,1981.0,2,542,12.535376392672774
1045,69.0,3,1955,1955,0,1733,1733,2,8,1,1955.0,2,452,11.84653646931041
1046,85.0,9,2005,2006,1992,1992,2868,3,11,1,2005.0,3,716,13.229567991666638
1047,57.0,5,1994,1995,990,990,990,1,5,0,1996.0,2,672,11.884489021402711
1048,100.0,5,1960,2006,0,1771,1771,1,9,1,1960.0,2,336,11.652687407345388
1049,60.0,4,1946,2006,0,930,930,1,6,0,1946.0,1,308,11.349229372299439
1050,73.0,7,2007,2007,1302,1302,1302,2,6,0,2007.0,2,436,12.080991165908294
1051,103.0,7,2007,2007,1316,1316,1316,2,6,1,2007.0,2,440,12.206777397134413
1052,100.0,6,1964,1978,816,1127,1977,1,9,1,1964.0,2,540,12.013700752882718
1053,68.0,5,1957,2002,1216,1526,1526,1,7,1,1957.0,1,364,11.881034786534624
1054,90.0,8,2002,2002,1065,1091,1989,2,7,1,2002.0,2,586,12.449018824140563
1055,104.0,6,1976,1976,1193,1523,1523,2,7,1,1976.0,2,478,12.100712129872347
1056,43.0,7,2005,2005,1364,1364,1364,2,6,1,2005.0,2,484,12.132695175725399
1057,69.0,7,1994,1994,973,979,1850,2,7,1,1994.0,2,467,12.421184025147118
1058,96.0,9,2008,2008,1104,1130,2184,2,10,1,2008.0,3,836,12.721885810807203
1059,69.0,6,1932,1950,854,1096,1991,1,7,1,1977.0,2,432,12.301382825334498
1060,41.0,8,2001,2001,1338,1338,1338,2,6,0,2001.0,2,582,12.271392111650817
1061,120.0,3,1935,1950,894,894,894,1,6,0,1994.0,3,1248,11.302204433654575
1062,85.0,5,1900,1950,662,1422,2337,2,10,0,1945.0,2,560,11.407564949312402
1063,50.0,6,1925,1980,1103,1103,1103,1,5,1,1976.0,2,440,11.612770799939945
1064,69.0,5,1966,1966,1154,1154,1154,1,6,1,1966.0,2,480,11.944707881395766
1065,80.0,7,1996,1997,1306,1306,2260,2,7,0,1996.0,2,533,12.70076888736628
1066,59.0,6,1993,1994,799,799,1571,2,7,1,1993.0,2,380,12.089538829274222
1067,80.0,6,1964,1964,780,798,1611,1,7,0,1964.0,2,442,12.031123843065632
1068,42.0,6,1973,1973,942,1291,2521,2,10,1,1973.0,2,576,11.927680619985486
1069,60.0,5,1949,2003,845,893,893,1,4,0,1985.0,2,576,11.813030057420567
1070,72.0,5,1956,1956,1048,1048,1048,1,6,0,1956.0,1,286,11.813030057420567
1071,78.0,6,1968,1968,727,829,1556,1,8,0,1968.0,2,441,11.944707881395766
1072,50.0,5,1948,1950,810,1002,1456,1,7,1,1954.0,1,280,11.424094251263613
1073,75.0,6,1977,1977,690,698,1426,1,6,0,1977.0,2,440,11.979799201207037
1074,74.0,7,2006,2006,1240,1240,1240,2,5,0,2006.0,3,826,12.175613438045465
1075,75.0,7,1940,1984,800,960,1740,1,6,2,1940.0,1,240,12.299107511497363
1076,60.0,5,1936,1989,796,1096,1466,2,7,1,1950.0,2,566,12.043553716032399
1077,69.0,5,1969,1969,1096,1096,1096,1,6,0,1969.0,1,299,11.840789327054841
1078,37.0,6,2004,2004,848,848,848,1,3,1,2004.0,2,420,11.956970055045868
1079,65.0,5,1994,1994,990,990,990,1,5,0,1996.0,1,299,11.744037185933616
1080,80.0,6,1971,2004,1258,1258,1258,2,5,0,1971.0,2,528,11.884489021402711
1081,75.0,5,1963,1963,1040,1040,1040,1,5,0,1963.0,1,308,11.79810440720389
1082,70.0,7,2002,2002,1459,1459,1459,2,6,1,2002.0,2,527,12.165250651009918
1083,80.0,6,1964,1964,1251,1251,1251,1,6,2,1964.0,1,461,11.982929094215963
1084,69.0,6,1995,1996,691,691,1498,2,6,1,1995.0,2,409,12.141534124392603
1085,73.0,6,1992,1992,936,996,996,1,5,0,1992.0,2,564,11.898187865760873
1086,69.0,4,1973,1973,546,546,1092,1,6,0,1973.0,1,286,11.332601910838946
1087,85.0,8,2005,2006,1082,1082,1953,2,9,1,2005.0,3,1043,12.437184366493561
1088,24.0,7,2004,2004,970,970,1709,2,7,0,2004.0,2,380,11.831379196088763
1089,37.0,8,2005,2005,1247,1247,1247,1,4,1,2005.0,2,550,12.190959007720126
1090,60.0,3,1950,1950,0,1040,1040,2,6,0,1987.0,2,400,11.439278924801929
1091,24.0,7,1999,2000,600,624,1252,2,4,0,1999.0,2,462,11.982929094215963
1092,60.0,6,1925,1950,1181,1390,1694,2,7,1,1925.0,2,576,11.824079893607152
1093,71.0,5,1965,1998,864,1200,1200,1,6,0,1977.0,2,884,11.891361900690473
1094,74.0,5,1956,2000,936,936,936,1,4,0,1956.0,1,308,11.76756768334381
1095,78.0,6,2006,2006,1314,1314,1314,2,6,1,2006.0,2,440,12.08069081199846
1096,60.0,6,1914,2006,684,773,1355,1,7,0,1980.0,0,0,11.751942365440728
1097,69.0,8,1986,1986,1074,1088,1088,1,5,0,1987.0,2,461,12.043553716032399
1098,50.0,4,1936,1950,672,757,1324,1,6,0,1936.0,1,240,11.759785542901755
1099,82.0,7,1978,1978,1271,1601,1601,2,7,1,1978.0,2,478,11.964001084330445
1100,60.0,2,1920,1950,290,438,438,1,3,0,1930.0,1,246,11.002099841204238
1101,61.0,5,1971,1971,950,950,950,1,5,0,1981.0,1,280,11.691071650353702
1102,70.0,5,1960,2002,1010,1134,1134,1,6,0,1960.0,1,254,11.813030057420567
1103,79.0,6,1959,1959,655,1194,1194,1,6,1,1954.0,2,539,11.979799201207037
1104,24.0,5,1970,1970,630,630,1302,2,6,0,1970.0,2,440,11.571194373094205
1105,98.0,8,1994,1995,1463,1500,2622,2,9,2,1994.0,2,712,12.691580461311874
1106,114.0,7,1990,1991,910,1442,1442,2,6,1,1990.0,2,719,12.100156419938624
1107,168.0,7,2006,2006,868,887,2021,2,9,1,2006.0,2,422,12.523525876315125
1108,69.0,6,2000,2000,924,948,1690,2,7,1,2000.0,2,463,12.106252310247962
1109,107.0,8,2004,2005,1836,1836,1836,2,7,1,2004.0,3,862,12.542544882151386
1110,69.0,6,1995,1996,773,773,1658,2,8,1,1995.0,2,431,12.144197241812087
1111,80.0,7,1976,1976,803,1098,1964,2,8,1,1976.0,2,483,12.230765258120545
1112,73.0,5,1957,1957,816,816,816,1,5,0,1957.0,1,308,11.77452020265869
1113,66.0,5,1953,2006,1008,1008,1008,1,6,0,1953.0,1,240,11.809319478024031
1114,90.0,5,1954,2000,833,833,833,1,4,0,1955.0,1,326,11.669929213779893
1115,93.0,8,2007,2007,1734,1734,1734,2,7,1,2007.0,3,928,12.669806661762314
1116,69.0,8,2002,2002,408,779,1419,2,7,1,2002.0,2,527,12.123234367221169
1117,57.0,5,1967,2003,894,894,894,1,5,0,1967.0,2,450,11.77528972943772
1118,85.0,5,1958,1987,533,1021,1601,1,6,0,1958.0,1,300,11.84939770159144
1119,70.0,5,1959,1959,1040,1040,1040,1,6,0,1959.0,1,286,11.803353763090035
1120,59.0,6,1920,1950,1012,1012,1012,1,6,1,1920.0,1,308,11.681824001432043
1121,84.0,7,2005,2006,1552,1552,1552,2,7,0,2005.0,3,782,12.26857785088157
1122,69.0,4,1956,1956,672,960,960,1,5,0,1956.0,1,288,11.626254150277232
1123,50.0,5,1947,2008,698,698,698,1,4,0,1980.0,0,0,11.678439903447801
1124,69.0,7,1992,1992,384,812,1482,2,7,1,1992.0,2,392,12.00701176473192
1125,60.0,4,1955,1955,1005,1005,1005,1,5,1,1977.0,2,672,11.652687407345388
1126,53.0,7,2007,2007,1373,1555,1555,2,7,1,2007.0,3,660,12.066810578196666
1127,182.0,7,2004,2004,1530,1530,1530,2,7,1,2004.0,3,630,12.464583340681674
1128,59.0,7,2004,2005,847,847,1959,2,8,1,2004.0,2,434,12.2783933071098
1129,60.0,5,1980,1980,936,936,936,1,4,0,1980.0,2,672,11.84939770159144
1130,65.0,4,1928,1950,1122,1328,1981,2,7,2,1981.0,2,576,11.813030057420567
1131,63.0,5,1991,1992,974,974,974,1,5,0,1980.0,0,0,11.44571671527678
1132,90.0,6,1880,1950,1008,1178,2210,2,8,0,1930.0,1,205,11.67419361256635
1133,80.0,8,1995,1995,1128,1142,2020,2,8,1,1995.0,2,466,12.386308695833106
1134,57.0,6,1997,1997,916,916,1600,2,7,1,1997.0,2,460,12.037653993905211
1135,60.0,6,1926,1950,960,986,986,1,5,1,1926.0,1,180,11.532728092266408
1136,80.0,6,1950,1950,1032,1032,1252,1,6,0,1950.0,1,288,11.686878772093667
1137,54.0,5,1875,1996,780,780,1020,1,6,0,1980.0,0,0,11.451050061252142
1138,69.0,6,1977,1977,1567,1567,1567,2,5,2,1977.0,2,714,12.185869938212655
1139,98.0,5,1920,1950,915,1167,1167,1,6,1,1972.0,2,495,11.877568578558138
1140,60.0,5,1951,1951,952,952,952,1,4,0,1988.0,2,840,11.842229212112828
1141,69.0,5,1976,1976,780,1088,1868,2,9,1,1976.0,2,484,12.193493863323313
1142,77.0,8,2006,2007,1466,1466,2828,3,11,1,2006.0,3,1052,12.959538518762063
1143,69.0,5,1959,1959,1006,1006,1006,1,5,0,1980.0,0,0,11.289781913656018
1144,60.0,4,1941,1950,672,672,924,1,5,0,1941.0,1,280,11.289781913656018
1145,52.0,5,1928,1950,1042,1042,1576,1,8,1,1928.0,1,225,11.911701584927597
1146,69.0,6,1985,1985,1298,1298,1298,2,5,1,1985.0,2,403,12.100712129872347
1147,75.0,7,1941,1950,704,860,1564,1,7,1,1941.0,1,234,12.069680020624618
1148,69.0,7,1926,1950,572,572,1111,1,5,1,1982.0,1,288,11.66907414746016
1149,50.0,7,1920,1988,650,832,1482,1,7,0,1930.0,2,324,11.870599909242044
1150,57.0,6,1950,1950,932,932,932,1,4,1,1950.0,1,306,11.728036844587175
1151,134.0,5,1959,1959,1466,1466,1466,1,6,2,1959.0,2,528,11.917723684090689
1152,90.0,6,1956,2004,1073,1811,1811,1,6,1,1956.0,2,470,12.345834587905333
1153,69.0,6,1930,2007,816,816,816,1,5,0,2002.0,1,432,11.699405031912846
1154,69.0,7,1965,1988,864,902,1820,1,8,2,1965.0,2,492,12.215032386901646
1155,90.0,5,1976,2004,1437,1437,1437,2,6,1,1976.0,2,528,12.292250341771226
1156,85.0,5,1965,1999,1219,1265,1265,2,6,1,1965.0,2,502,12.100156419938624
1157,34.0,7,2007,2008,1314,1314,1314,2,6,1,2008.0,2,626,12.345834587905333
1158,92.0,8,2007,2008,1580,1580,1580,2,7,0,2008.0,3,830,12.367885325692589
1159,76.0,6,1974,1974,901,943,1876,2,8,1,1974.0,2,540,12.128111104060462
1160,24.0,6,1978,1978,855,855,1456,2,7,1,1978.0,2,440,11.891361900690473
1161,69.0,6,1954,2006,1296,1640,1640,1,7,1,1993.0,2,924,12.319401330837177
1162,109.0,5,1968,1968,894,894,894,1,5,1,1968.0,2,450,11.76756768334381
1163,60.0,4,1969,1969,1198,1258,1258,0,6,0,1969.0,2,400,11.598726943661342
1164,69.0,5,1978,1978,1360,1432,1432,1,5,1,1978.0,2,588,12.175613438045465
1165,79.0,7,2009,2009,1502,1502,1502,2,7,0,2009.0,2,644,12.359523080243038
1166,64.0,8,2008,2008,1694,1694,1694,2,7,0,2008.0,3,776,12.41044104151805
1167,58.0,6,2000,2000,959,959,1671,2,7,1,2000.0,2,472,12.061046873479915
1168,120.0,6,1935,1986,1127,1236,2108,2,7,2,1935.0,2,540,12.367340793126296
1169,118.0,10,1995,1996,1930,1831,3627,3,10,1,1995.0,3,807,13.345506928718539
1170,76.0,6,1977,1977,1096,1118,1118,1,6,1,1977.0,1,358,12.049418835484797
1171,76.0,6,1958,1958,1261,1261,1261,1,6,1,1958.0,2,433,12.0015054797889
1172,35.0,7,2006,2007,625,625,1250,2,5,0,2006.0,2,625,12.05466819137094
1173,138.0,5,1946,1994,1598,1636,3086,3,12,1,1980.0,0,0,12.20856952572876
1174,80.0,6,1932,1950,952,1170,2345,2,9,1,1932.0,2,360,12.384218830913648
1175,85.0,8,1992,2000,1683,2129,2872,2,9,1,1992.0,2,541,12.560244459250788
1176,37.0,5,1984,1985,876,923,923,1,5,0,1984.0,1,264,11.691071650353702
1177,69.0,6,1926,2004,818,818,1224,1,5,0,1926.0,1,210,11.652687407345388
1178,54.0,5,1921,1950,731,820,1343,1,7,1,1921.0,1,186,11.95053502640496
1179,77.0,5,1954,1954,0,1124,1124,1,5,1,1980.0,0,0,11.440354772135393
1180,69.0,7,1990,1991,1216,1298,2514,2,8,0,1990.0,2,693,12.429216196844383
1181,64.0,8,2008,2008,1600,1652,1652,2,5,1,2008.0,2,482,12.8802918162046
1182,160.0,10,1996,1996,2396,2411,4476,3,10,2,1996.0,3,813,13.521139497361697
1183,60.0,5,1920,1950,1120,1130,1130,1,5,1,1970.0,2,720,11.695247021764184
1184,50.0,5,1963,1963,1572,1572,1572,1,5,2,1963.0,3,995,12.137258329529814
1185,60.0,5,1924,1950,784,949,1221,1,7,0,1965.0,1,392,11.560762794384388
1186,107.0,3,1900,1970,978,1014,1699,2,7,0,1920.0,2,420,11.461632170582678
1187,89.0,8,1994,1995,1624,1624,1624,2,5,1,1994.0,3,757,12.476099782743233
1188,68.0,7,2002,2002,831,831,1660,2,7,0,2002.0,2,493,12.180754837545884
1189,60.0,7,1999,1999,994,1028,1804,2,7,1,1999.0,2,442,12.14950229404178
1190,69.0,4,1961,1975,1249,1622,1622,1,7,1,1975.0,4,1356,12.031719258385396
1191,24.0,8,1999,2000,776,764,1441,2,5,0,1999.0,2,492,12.066810578196666
1192,60.0,5,1925,1994,702,842,1472,1,6,0,1925.0,1,250,11.736069016284437
1193,69.0,6,1999,1999,1224,1224,1224,2,5,0,1999.0,2,402,12.013700752882718
1194,80.0,6,1969,1969,663,663,1352,1,7,0,1969.0,1,299,11.970350312009105
1195,51.0,6,2005,2005,728,728,1456,2,8,0,2005.0,2,400,12.078239274020289
1196,58.0,7,2006,2006,879,879,1863,2,9,1,2006.0,3,660,12.297785453453374
1197,65.0,7,1916,1950,815,815,1690,1,7,1,1916.0,1,225,11.877568578558138
1198,70.0,7,2001,2001,1212,1212,1212,2,6,0,2001.0,2,573,12.089538829274222
1199,75.0,4,1963,1979,1051,1382,1382,1,6,1,1974.0,2,459,11.904967552746252
1200,71.0,4,1970,1970,864,864,864,1,5,0,1972.0,1,280,11.661776411702583
1201,80.0,7,1998,1998,866,866,1779,2,6,0,1998.0,2,546,12.195517131590657
1202,50.0,5,1925,1997,884,884,1348,1,5,1,1960.0,1,216,11.669929213779893
1203,75.0,7,2000,2001,1630,1630,1630,2,6,1,2000.0,2,451,12.269047444691562
1204,78.0,5,1975,1975,1056,1074,1074,1,6,0,1975.0,2,495,11.941455846009388
1205,90.0,7,1990,1991,2158,2196,2196,2,7,1,1990.0,3,701,12.513189630620563
1206,69.0,4,1966,1966,1056,1056,1056,1,5,0,1966.0,1,384,11.580584113444043
1207,70.0,6,2003,2003,1682,1700,1700,2,7,0,2003.0,2,544,12.206072645530174
1208,70.0,5,1962,1980,931,1283,1283,1,6,0,1980.0,2,506,11.84939770159144
1209,85.0,8,2006,2006,1660,1660,1660,2,8,1,2006.0,2,500,12.577636201962656
1210,70.0,6,1992,1992,1055,1055,1845,2,8,1,1992.0,2,462,12.14950229404178
1211,152.0,8,1988,2005,559,1080,1752,2,8,0,1988.0,2,492,12.007621706806335
1212,50.0,4,1941,1950,672,672,672,1,4,0,1941.0,1,234,11.635143097694478
1213,69.0,4,1965,2001,648,960,960,0,3,0,1965.0,1,364,11.884489021402711
1214,69.0,5,1962,1962,925,999,999,1,6,0,1962.0,1,300,11.809319478024031
1215,99.0,5,1966,1966,894,894,894,1,5,0,1966.0,1,384,11.736069016284437
1216,68.0,6,1978,1978,0,1318,1902,2,8,0,1978.0,2,539,11.626254150277232
1217,72.0,8,2009,2009,1300,1314,1314,2,6,0,2009.0,2,552,12.343466568968994
1218,52.0,4,1947,1950,0,672,912,1,3,0,1980.0,0,0,11.296012463406655
1219,21.0,6,1971,1971,672,672,1218,1,7,0,1980.0,0,0,11.424094251263613
1220,66.0,5,1964,1964,912,912,912,1,5,0,1964.0,1,288,11.652687407345388
1221,55.0,5,1968,1968,952,1211,1211,1,5,1,1968.0,1,322,11.805595078933049
1222,78.0,6,1949,1950,1040,1168,1846,2,7,1,1949.0,1,315,11.870599909242044
1223,89.0,5,1951,1951,2136,2136,2136,2,7,0,1951.0,2,528,11.834284063781393
1224,60.0,7,2004,2005,788,788,1490,2,8,1,2004.0,2,388,12.122691036591123
1225,65.0,6,1958,1958,588,1138,1138,1,6,0,1958.0,1,264,11.884489021402711
1226,86.0,6,2007,2007,894,894,1933,2,9,1,2007.0,3,668,12.273731294003989
